game_id,date,away_team,away_score,home_team,home_score,winner
777888,2025-05-17,New York Mets,3,New York Yankees,2,New York Mets
777881,2025-05-17,Chicago White Sox,3,Chicago Cubs,7,Chicago Cubs
777886,2025-05-17,Detroit Tigers,1,Toronto Blue Jays,2,Toronto Blue Jays
777890,2025-05-17,Washington Nationals,10,Baltimore Orioles,6,Washington Nationals
777889,2025-05-17,Tampa Bay Rays,4,Miami Marlins,0,Tampa Bay Rays
777894,2025-05-17,Pittsburgh Pirates,2,Philadelphia Phillies,5,Philadelphia Phillies
777892,2025-05-17,Cleveland Guardians,1,Cincinnati Reds,4,Cincinnati Reds
777882,2025-05-17,Houston Astros,1,Texas Rangers,5,Texas Rangers
777885,2025-05-17,St. Louis Cardinals,1,Kansas City Royals,0,St. Louis Cardinals
777893,2025-05-17,Atlanta Braves,6,Boston Red Sox,7,Boston Red Sox
777883,2025-05-17,Minnesota Twins,7,Milwaukee Brewers,0,Minnesota Twins
777887,2025-05-17,Colorado Rockies,14,Arizona Diamondbacks,12,Colorado Rockies
777875,2025-05-17,Seattle Mariners,4,San Diego Padres,1,Seattle Mariners
777879,2025-05-17,Athletics,0,San Francisco Giants,1,San Francisco Giants
777884,2025-05-17,Los Angeles Angels,11,Los Angeles Dodgers,9,Los Angeles Angels
