game_id,date,away_team,away_score,home_team,home_score,winner
777370,2025-06-25,Arizona Diamondbacks,3,Chicago White Sox,7,Chicago White Sox
777361,2025-06-25,Pittsburgh Pirates,2,Milwaukee Brewers,4,Milwaukee Brewers
777362,2025-06-25,Boston Red Sox,2,Los Angeles Angels,5,Los Angeles Angels
777360,2025-06-25,Washington Nationals,0,San Diego Padres,1,San Diego Padres
777365,2025-06-25,Texas Rangers,7,Baltimore Orioles,0,Texas Rangers
777371,2025-06-25,Athletics,3,Detroit Tigers,0,Athletics
777368,2025-06-25,Toronto Blue Jays,4,Cleveland Guardians,5,Cleveland Guardians
777369,2025-06-25,Atlanta Braves,3,New York Mets,7,New York Mets
777367,2025-06-25,New York Yankees,7,Cincinnati Reds,1,New York Yankees
777359,2025-06-25,Tampa Bay Rays,3,Kansas City Royals,0,Tampa Bay Rays
777363,2025-06-25,Seattle Mariners,0,Minnesota Twins,2,Minnesota Twins
777357,2025-06-25,Chicago Cubs,8,St. Louis Cardinals,0,Chicago Cubs
777366,2025-06-25,Philadelphia Phillies,0,Houston Astros,2,Houston Astros
777358,2025-06-25,Los Angeles Dodgers,8,Colorado Rockies,1,Los Angeles Dodgers
777355,2025-06-25,Miami Marlins,8,San Francisco Giants,5,Miami Marlins
