game_id,date,away_team,away_score,home_team,home_score,winner
777704,2025-05-31,Cincinnati Reds,0,Chicago Cubs,2,Chicago Cubs
777701,2025-05-31,Athletics,7,Toronto Blue Jays,8,Toronto Blue Jays
777697,2025-05-31,St. Louis Cardinals,2,Texas Rangers,0,St. Louis Cardinals
777699,2025-05-31,Chicago White Sox,2,Baltimore Orioles,4,Baltimore Orioles
777702,2025-05-31,Milwaukee Brewers,17,Philadelphia Phillies,7,Milwaukee Brewers
777703,2025-05-31,Los Angeles Angels,5,Cleveland Guardians,7,Cleveland Guardians
777694,2025-05-31,Detroit Tigers,0,Kansas City Royals,1,Kansas City Royals
777700,2025-05-31,Colorado Rockies,2,New York Mets,8,New York Mets
777693,2025-05-31,Tampa Bay Rays,16,Houston Astros,3,Tampa Bay Rays
777706,2025-05-31,Boston Red Sox,0,Atlanta Braves,5,Atlanta Braves
777705,2025-05-31,San Francisco Giants,0,Miami Marlins,1,Miami Marlins
777695,2025-05-31,Minnesota Twins,4,Seattle Mariners,5,Seattle Mariners
777698,2025-05-31,New York Yankees,2,Los Angeles Dodgers,18,Los Angeles Dodgers
777691,2025-05-31,Pittsburgh Pirates,5,San Diego Padres,0,Pittsburgh Pirates
777696,2025-05-31,Washington Nationals,11,Arizona Diamondbacks,7,Washington Nationals
