game_id,date,away_team,away_score,home_team,home_score,winner
777211,2025-07-07,Tampa Bay Rays,1,Detroit Tigers,5,Detroit Tigers
777209,2025-07-07,Colorado Rockies,3,Boston Red Sox,9,Boston Red Sox
777208,2025-07-07,Miami Marlins,5,Cincinnati Reds,1,Miami Marlins
777204,2025-07-07,Pittsburgh Pirates,3,Kansas City Royals,9,Kansas City Royals
777212,2025-07-07,Toronto Blue Jays,8,Chicago White Sox,4,Toronto Blue Jays
777201,2025-07-07,Los Angeles Dodgers,1,Milwaukee Brewers,9,Milwaukee Brewers
777202,2025-07-07,Cleveland Guardians,7,Houston Astros,5,Cleveland Guardians
777200,2025-07-07,Texas Rangers,5,Los Angeles Angels,6,Los Angeles Angels
777203,2025-07-07,Arizona Diamondbacks,6,San Diego Padres,3,Arizona Diamondbacks
777199,2025-07-07,Philadelphia Phillies,1,San Francisco Giants,3,San Francisco Giants
