game_id,date,away_team,away_score,home_team,home_score,winner
776518,2025-08-31,St. Louis Cardinals,4,Cincinnati Reds,7,Cincinnati Reds
776513,2025-08-31,San Diego Padres,2,Minnesota Twins,7,Minnesota Twins
776517,2025-08-31,Pittsburgh Pirates,2,Boston Red Sox,5,Boston Red Sox
776520,2025-08-31,Tampa Bay Rays,7,Washington Nationals,4,Tampa Bay Rays
776515,2025-08-31,Milwaukee Brewers,4,Toronto Blue Jays,8,Toronto Blue Jays
776521,2025-08-31,Seattle Mariners,4,Cleveland Guardians,2,Seattle Mariners
776519,2025-08-31,Miami Marlins,5,New York Mets,1,Miami Marlins
776510,2025-08-31,Los Angeles Angels,3,Houston Astros,0,Los Angeles Angels
776512,2025-08-31,Detroit Tigers,5,Kansas City Royals,0,Detroit Tigers
776514,2025-08-31,New York Yankees,2,Chicago White Sox,3,Chicago White Sox
776511,2025-08-31,Chicago Cubs,5,Colorado Rockies,6,Colorado Rockies
776507,2025-08-31,Baltimore Orioles,2,San Francisco Giants,13,San Francisco Giants
776508,2025-08-31,Texas Rangers,9,Athletics,6,Texas Rangers
776509,2025-08-31,Arizona Diamondbacks,4,Los Angeles Dodgers,5,Los Angeles Dodgers
776522,2025-08-31,Atlanta Braves,3,Philadelphia Phillies,1,Atlanta Braves
