game_id,date,away_team,away_score,home_team,home_score,winner
776604,2025-08-25,Boston Red Sox,4,Baltimore Orioles,3,Boston Red Sox
776601,2025-08-25,Tampa Bay Rays,9,Cleveland Guardians,0,Tampa Bay Rays
776600,2025-08-25,Atlanta Braves,1,Miami Marlins,2,Miami Marlins
776597,2025-08-25,Washington Nationals,5,New York Yankees,10,New York Yankees
776596,2025-08-25,Minnesota Twins,4,Toronto Blue Jays,10,Toronto Blue Jays
776598,2025-08-25,Philadelphia Phillies,3,New York Mets,13,New York Mets
776599,2025-08-25,Kansas City Royals,0,Chicago White Sox,7,Chicago White Sox
776593,2025-08-25,Arizona Diamondbacks,5,Milwaukee Brewers,7,Milwaukee Brewers
776589,2025-08-25,Pittsburgh Pirates,6,St. Louis Cardinals,7,St. Louis Cardinals
776592,2025-08-25,Los Angeles Angels,4,Texas Rangers,0,Los Angeles Angels
776595,2025-08-25,San Diego Padres,6,Seattle Mariners,9,Seattle Mariners
776590,2025-08-25,Detroit Tigers,3,Athletics,8,Athletics
776594,2025-08-25,Cincinnati Reds,0,Los Angeles Dodgers,7,Los Angeles Dodgers
