game_id,date,away_team,away_score,home_team,home_score,winner
776759,2025-08-13,Washington Nationals,8,Kansas City Royals,7,Washington Nationals
776754,2025-08-13,Detroit Tigers,1,Chicago White Sox,0,Detroit Tigers
776755,2025-08-13,Pittsburgh Pirates,5,Milwaukee Brewers,12,Milwaukee Brewers
776758,2025-08-13,Colorado Rockies,6,St. Louis Cardinals,5,Colorado Rockies
776746,2025-08-13,Arizona Diamondbacks,6,Texas Rangers,4,Arizona Diamondbacks
776749,2025-08-13,San Diego Padres,11,San Francisco Giants,1,San Diego Padres
776765,2025-08-13,Philadelphia Phillies,0,Cincinnati Reds,8,Cincinnati Reds
776761,2025-08-13,Seattle Mariners,3,Baltimore Orioles,4,Baltimore Orioles
776766,2025-08-13,Miami Marlins,13,Cleveland Guardians,4,Miami Marlins
776760,2025-08-13,Minnesota Twins,4,New York Yankees,1,Minnesota Twins
776757,2025-08-13,Chicago Cubs,4,Toronto Blue Jays,1,Chicago Cubs
776753,2025-08-13,Boston Red Sox,1,Houston Astros,4,Houston Astros
776756,2025-08-13,Atlanta Braves,11,New York Mets,6,Atlanta Braves
776752,2025-08-13,Los Angeles Dodgers,5,Los Angeles Angels,6,Los Angeles Angels
776751,2025-08-13,Tampa Bay Rays,8,Athletics,2,Tampa Bay Rays
